,0,1,2
0,0.0,0.0,0.0
1,4.71189827147,3.79404319979,4.00155325061
2,3.46498172041,3.96550848786,3.53904977448
3,2.77682534575,3.32655293294,2.86659886276
4,2.4938012809,2.84020071147,2.45577292632
5,3.34302283658,3.46697479204,3.99388475787
6,3.11151987016,3.23090468323,3.60845671728
7,3.00598813574,3.23136792388,3.92225906745
8,2.81528738592,2.92190287369,3.63110601152
9,2.57566613019,2.75307561971,3.33929407269
10,2.41340556197,2.50212449234,3.77983752454
11,2.58268295733,2.18889285583,3.45843201912
12,2.78394786678,2.78239179905,3.74425541428
13,2.80509717975,3.08204426835,3.36654500945
14,2.5523336154,2.90789567967,3.02939810181
15,2.4496691938,2.69392879815,2.55361753971
16,2.25964117818,2.73106368759,1.98317138732
17,1.9255852324,2.46391187425,1.9128043664
18,2.86595119118,2.89825151608,3.33428491351
19,2.7553019393,2.85031583652,2.95200409035
20,2.78501385092,2.61643831949,2.89440048022
21,2.86622209003,2.67497885674,2.68648726453
22,3.29125843722,3.13444550183,3.36642069139
23,3.12808526075,2.91504978393,3.01784385026
24,2.96236755216,2.65946498565,2.5707284783
25,2.92616792645,2.62752725061,2.3038753315
26,2.6654006408,2.61748696092,2.08009643624
27,2.35185561945,2.39053794525,1.81363829706
28,2.14099901121,2.09593938429,1.50688203248
29,2.02013632673,2.25486336415,1.33250401183
30,1.76877797956,2.0316452424,2.4143034719
31,1.93491505741,2.03013524115,2.06515500735
32,1.6226298074,1.75417401626,1.55745164533
33,2.13994369335,1.65047391764,1.62976535605
34,1.99109513424,1.6338373216,1.69946456184
35,1.7173919189,1.34647551756,1.76649137994
36,1.44862220681,0.970852418627,1.57890868139
37,1.8322029765,1.16541727343,2.15942305092
38,2.62257194844,1.85654971988,2.77308327034
39,2.58919762386,2.25046205168,2.9168824773
40,2.90043077672,2.3412645788,2.93472796575
41,2.679772589,2.12298118535,2.65672936073
42,2.49638866495,1.85039705687,2.13805002807
