,0
0,0.0
1,-0.101197471942
2,-0.0300486232579
3,0.0580939308214
4,0.0639348523574
5,0.12113518534
6,0.168276117743
7,0.0711499962075
8,0.0328096660632
9,0.0580145768141
10,0.161988602038
11,0.203971750284
12,0.163457035137
13,0.215060954191
14,0.223121325142
15,0.283794422284
16,0.325799081423
17,0.445003203217
18,0.488768494202
19,0.543440518772
20,0.679275891839
21,0.70164986921
22,0.694087671646
23,0.725320017103
24,0.722319440138
25,0.80234717978
26,0.868611701976
27,0.952767239289
28,1.02052516693
29,1.04877660067
30,1.05825777212
31,1.04170650474
32,1.10775137169
33,1.12523004319
34,1.0922608896
35,1.10364895905
36,1.09683602685
37,0.988131362735
38,0.872286612867
39,0.861720095212
40,0.849073600864
41,0.77581411767
42,0.720266463353
43,0.614312131548
44,0.549305232592
45,0.496886142287
46,0.387470718315
47,0.336770897624
48,0.297641357403
49,0.23647915797
50,0.166928278014
51,0.119464975358
52,0.105119327869
53,0.0873190191367
54,0.0598342228045
55,-0.0248864475022
56,-0.124537192055
57,-0.219863761648
58,-0.297371351922
59,-0.316216342672
60,-0.347599476653
61,-0.389630197322
62,-0.433888940991
63,-0.497036155905
64,-0.559905682989
65,-0.601897245176
66,-0.577237424629
67,-0.542918576806
68,-0.411607481413
69,-0.306181395085
70,-0.362092550532
71,-0.366693299221
72,-0.27384783651
73,-0.194342161217
74,-0.288237981546
75,-0.314207033338
76,-0.33882539265
77,-0.410395437217
78,-0.525771302225
79,-0.619467119814
80,-0.692437459882
81,-0.773952078489
82,-0.83920581661
83,-0.905613149283
84,-0.938732700111
85,-0.92814741808
86,-0.948971017225
87,-0.954260623322
88,-0.962041563386
89,-0.937234278333
90,-0.86267801558
91,-0.823960823794
92,-0.755025951362
93,-0.706653886673
94,-0.675781231367
95,-0.690562566981
96,-0.635230832766
97,-0.522216074975
98,-0.496539524821
99,-0.409931392529
100,-0.449941947342
101,-0.392466534518
102,-0.37304166524
103,-0.265371924682
104,-0.269076358511
105,-0.222765500519
106,-0.196374858011
107,-0.13080957047
108,-0.0915607336732
109,-0.107299119905
110,-0.0703301647147
111,-0.0943469786117
112,-0.131592090912
113,-0.0537608949356
114,-0.0705018482381
115,-0.00626054606847
116,0.0732923393538
117,0.0828570325679
118,0.138815887291
119,0.156574659501
120,0.146104355935
121,0.178043261914
122,0.145195038156
123,0.176872452965
124,0.182729700095
125,0.308717674718
126,0.278554843228
127,0.286162966262
128,0.364010395703
129,0.409275652016
130,0.390751327822
131,0.392907013571
132,0.422782672181
133,0.424177130899
134,0.395993768208
135,0.432160700843
136,0.40031692383
137,0.345588249642
138,0.3894367001
139,0.439948821997
140,0.417572101947
141,0.448225448665
142,0.465979731077
143,0.538322681717
144,0.594448106822
145,0.687285010016
146,0.833960989345
147,0.899724288489
148,1.00146598302
149,1.0443376496
150,0.966951101293
151,0.867652610705
152,0.709077190813
153,0.626086444301
154,0.492340878416
155,0.446052206675
156,0.396160488875
157,0.354813514089
158,0.316428331014
159,0.257203965731
160,0.245370147245
161,0.234601169221
162,0.262864291699
163,0.331017815142
164,0.423835562468
165,0.566704674336
166,0.691677586025
167,0.786792174321
168,0.774190560895
169,0.766855652914
170,0.769958255716
171,0.734236380561
172,0.670534037934
173,0.640282648676
174,0.585832947728
175,0.66750279645
176,0.667015816533
177,0.65827283793
178,0.738833522392
179,0.703066798775
180,0.665315922414
181,0.63354304246
182,0.635496876447
183,0.661626755365
184,0.803510599279
185,0.883646953547
186,0.983273143439
187,1.01114994776
188,0.993057091111
189,0.992910119165
190,0.993976838384
191,1.00872730196
192,0.957120901979
193,0.949757922992
194,1.00167655592
195,1.11317062598
196,1.12058607067
197,1.06528762136
198,1.08395647019
199,1.0625401109
200,0.958198958829
201,0.939135527955
202,0.921798647203
203,0.804402940568
204,0.819888441767
205,0.875560232823
206,0.919845609682
207,0.925595055647
208,0.938685868202
209,0.962990120055
210,1.10314131899
211,1.17657394
212,1.18214687456
213,1.15779884358
214,1.23449436246
215,1.38810118719
216,1.44248092816
217,1.4707389297
218,1.54413273911
219,1.62349879376
220,1.57444584558
221,1.52200099439
222,1.44728762361
223,1.35818442784
224,1.32602213954
225,1.3456889229
226,1.28090083318
227,1.23699028349
228,1.18846392719
229,1.17211354791
230,1.1399888818
231,1.17236126313
232,1.17411752167
233,1.21367177457
234,1.27350553734
235,1.28299043262
236,1.26057216892
237,1.17204870624
238,1.15341560022
239,1.07962310812
240,1.01432050737
241,0.933073055577
242,0.845936559723
243,0.775686811773
244,0.744535722198
245,0.744184910556
246,0.703009818835
247,0.690975087296
248,0.735270433433
249,0.699753971986
250,0.698097056638
251,0.62302972457
252,0.627602074829
253,0.640474353686
254,0.672991024687
255,0.715912978162
256,0.680649466897
257,0.680600011837
258,0.578312788547
259,0.572361008031
260,0.546149192963
261,0.574396044109
262,0.508969303243
263,0.575215746702
264,0.677091359087
265,0.613581516942
266,0.576797237614
267,0.573753279083
268,0.582112140113
269,0.640793431739
270,0.566336115483
271,0.52956649103
272,0.483200939252
273,0.363954048839
274,0.317477406819
275,0.282162688268
276,0.272458319652
277,0.262369882725
278,0.299602313072
279,0.294307069638
280,0.239957042186
281,0.233967940576
282,0.264113535582
283,0.28940927015
284,0.345679239429
285,0.345710543565
286,0.357586217799
287,0.321205094414
288,0.287818719464
289,0.299787005478
290,0.243018740912
291,0.279399929084
292,0.338512728379
293,0.369738906866
294,0.386833684596
295,0.383118347724
296,0.417162858446
297,0.550163343093
298,0.59140677444
299,0.650616773583
300,0.602114199369
301,0.55433520439
302,0.510771495442
303,0.527698796109
304,0.493673126278
305,0.523066854573
306,0.486646795342
307,0.497810664505
308,0.449774008107
309,0.428050526294
310,0.495202926716
311,0.532251337608
312,0.56203903801
313,0.626608170875
314,0.62345734445
315,0.701253972406
316,0.687652183123
317,0.741852319066
318,0.724357310708
319,0.681016319216
320,0.71364342927
321,0.658283335508
322,0.593432464237
323,0.628195123434
324,0.611005180276
325,0.650746214923
326,0.698421736416
327,0.698452418978
328,0.798234115047
329,0.880272151629
330,1.0186551768
331,1.14107821527
332,1.15628664994
333,1.15454701828
334,1.2240121792
335,1.31909955396
336,1.39007382974
337,1.36244333631
338,1.37152093593
339,1.30288831284
340,1.20251473551
341,1.19036358845
342,1.12031918378
343,1.07056145736
344,1.03013477997
345,1.01405409475
346,0.954929910323
347,0.958437245209
348,0.870656847838
349,0.77234660942
350,0.770460937617
351,0.643602862872
352,0.528215656596
353,0.420055494023
354,0.388638883227
355,0.38877174345
356,0.413509212708
357,0.368157628693
358,0.36473401449
359,0.375124528869
360,0.384490386079
361,0.360827647506
362,0.398848707478
363,0.452871644689
364,0.584408166164
365,0.615815989472
366,0.632696690712
367,0.673920628274
368,0.740597362355
369,0.751754084736
370,0.757107038992
371,0.700429131066
372,0.643216263902
373,0.58512986796
374,0.56130886134
375,0.520479405903
376,0.572563570201
377,0.528132817547
378,0.456603483296
379,0.403998515516
380,0.388108632123
381,0.395008414098
382,0.457615591081
383,0.536332443127
384,0.466354872181
385,0.476442515246
386,0.521307284071
387,0.565644894939
388,0.604218619089
389,0.609687103123
390,0.604987146664
391,0.56565202196
392,0.49921584417
393,0.392428545664
394,0.324369129266
395,0.284016474711
396,0.235776223377
397,0.146688141659
398,0.110258458402
