,xhats,xhatf,llt
0,0.0,0.0,-0.9158844063052998
1,0.02897852613782167,-0.008660663972653495,-1.2543516356650573
2,0.0407979894851165,0.02369842363722348,-0.8756393963157301
3,0.08485987053279347,0.08716283306778211,-0.8903879347669443
4,0.08830837508094788,0.06523783606240482,-0.9344219058209644
5,0.16254515393315383,0.1168566353794446,-0.8630352428996497
6,0.25570916242544417,0.3733374177080455,-1.215849744574097
7,0.18581449085290325,0.27525150594721937,-1.102049615603522
8,0.15950313704066552,0.258955066657834,-0.9152955492514652
9,0.2001579750355669,0.15892985888331823,-1.2437173009062317
10,0.23974431481547817,-0.022495879614401033,-1.1937201427963844
11,0.2741018463106889,-0.08614581202037701,-1.068562453198889
12,0.3877810863617792,0.2500519733225414,-2.2346749941901534
13,0.3810764287166558,0.18985762322540417,-1.0438594397525982
14,0.37565967082723767,0.12882651309626703,-1.0591019787394176
15,0.4531944497060387,0.03814041351568139,-1.106781918995587
16,0.4992714595028835,0.2803709219026095,-1.0650246759753745
17,0.5326951444091751,0.451847913686188,-0.8936443200046273
18,0.498834348345027,0.3804471811580928,-1.0746173887003705
19,0.478648940747929,0.3687314192446476,-0.9773013893586713
20,0.4155664543469137,0.44241732643166426,-0.8298674990584942
21,0.4385717238286111,0.543556686405877,-0.8048931855248656
22,0.39859708009028294,0.3683719081454664,-1.5441859509762583
23,0.3674723485400072,0.37370353249078514,-0.9339943415761702
24,0.5567925944483787,0.3635601696272161,-0.9123766754698357
25,0.6795156534224982,0.21458459950460848,-1.3054932457823938
26,0.7987307760329023,0.3128095183496181,-0.891783738704639
27,0.886259406625368,0.5530421447327992,-1.4230731348636159
28,0.8503346167647057,0.7075176626878167,-0.9176881761313016
29,0.8553919095130612,0.7249649584281765,-0.8011175896411267
30,0.918914776378205,0.7216451301571215,-0.7793282639803474
31,0.9698712227562731,0.5500525234688916,-1.5017800334152778
32,1.004168057861609,0.7233753232302771,-0.9064339825896806
33,1.0779429464121408,0.7762274305128556,-0.7591790481815162
34,1.1431698190081958,0.8893759482784114,-0.7286552956874139
35,1.141156748871553,0.9747433626591933,-0.7574280119590409
36,1.1037309793835943,1.153936006967494,-0.9657644503516334
37,1.0448718728341801,1.1824610039062673,-0.6651563621509862
38,0.9005435084771896,0.9893605701978039,-1.4627215867170635
39,0.8641791617120864,0.7565370781814006,-1.4421649174158988
40,0.8124546342936771,0.6815105976700342,-1.084138519802595
41,0.8007208826093185,0.7180329594638234,-0.7698197871851864
42,0.7594192140543059,0.8374047273863767,-0.7697658857509424
43,0.7339992905574368,0.7706963323292568,-0.8010856980591754
44,0.6155069109955892,0.7947197882906027,-0.7224090046671092
45,0.5446382426312733,0.8492117216221002,-0.8391705211548652
46,0.47069019871319007,0.6675588308292166,-1.1766525342171974
47,0.35594561523062135,0.47483032311581763,-1.3098460167162864
48,0.2821943204745526,0.22121715493142796,-1.343667901709214
