,thhat0,thhat1,thhat2,thp0,thp1,thp2,ob,obp,aq
0,0.430955647005,0.989773662551,0.100205761317,0.0,0.95,0.5,796.440829838,-822.059435071,0.0
1,0.41723822588,0.989773662551,0.100205761317,0.0658387921761,0.939510659185,0.121030759377,795.284731252,-806.23132046,0.106756194107
2,0.47210791038,0.989773662551,0.100205761317,0.070487529153,0.897703900965,0.168537873941,798.232695034,-805.460126833,0.092329865644
3,0.47210791038,0.989773662551,0.100205761317,0.0984819310265,0.703061795612,0.303795145964,798.144108871,-812.908569501,0.0681074903658
4,0.485825331504,0.989773662551,0.100205761317,0.0869326832752,0.568095342724,0.120429347946,797.493753114,-840.95664523,0.0673816116119
5,0.517832647462,0.989773662551,0.100205761317,0.126073580233,0.476780081407,0.109893887015,795.906518852,-853.167173006,0.0596668918859
6,0.517832647462,0.989773662551,0.100205761317,0.509667269693,0.978410247181,0.12579858383,795.747676903,-809.267469656,0.0601910449543
7,0.485825331504,0.989773662551,0.100205761317,0.701422154296,0.959997371814,0.103383378886,800.431804897,-813.719695537,0.060393415888
8,0.430955647005,0.989773662551,0.100205761317,0.694842530052,0.923884327778,0.128720664508,802.265383846,-815.838120664,0.0462755548115
9,0.430955647005,0.989773662551,0.100205761317,0.336094198678,0.922789869098,0.148517047475,802.378909863,-803.592375139,0.0441024951647
10,0.430955647005,0.989773662551,0.100205761317,1.57510955131,0.958727178095,0.800190096619,801.573103946,-879.327394236,0.0513712471823
11,0.250342935528,0.989773662551,0.100205761317,1.54908876126,0.964773679847,0.936923238635,802.680030611,-890.148024714,0.0502980888755
12,0.174897119342,0.989320987654,0.100617283951,0.0305991364021,0.914816448404,0.131583401614,802.892516937,-807.937450361,0.0458141677287
13,0.209190672154,0.989320987654,0.100617283951,0.0248794704187,0.960289422225,0.105307345096,803.526503683,-806.974075284,0.0452666079493
14,0.229766803841,0.989320987654,0.100617283951,0.0717984724686,0.717353187072,0.118864931497,804.115883263,-824.499579944,0.0440343894159
15,0.24577046182,0.989773662551,0.100205761317,0.0884671637335,0.833498821283,0.148865277685,803.734490895,-810.4600006,0.0415266121667
16,0.252629172382,0.989773662551,0.100205761317,0.117018933725,0.987758865708,0.15002428969,803.729857411,-807.803110336,0.042047916656
17,0.257201646091,0.989773662551,0.100205761317,0.0953763113456,0.7713991379,0.108196505325,804.029975666,-819.150192111,0.0421051563453
18,0.266346593507,0.989773662551,0.100205761317,0.144590831753,0.854411736918,0.210362505827,803.912140197,-804.037717835,0.0408738505147
19,0.257201646091,0.989773662551,0.100205761317,0.256260697617,0.938322404536,0.252472996622,803.842511068,-804.767750308,0.0412282628657
20,0.257201646091,0.989773662551,0.100205761317,0.31001485474,0.883568100216,0.165690169567,803.33444431,-803.690585881,0.0409446861675
21,0.259487882945,0.989773662551,0.100205761317,0.16852468602,0.914512402582,0.213804292617,803.115500828,-802.533147483,0.0408952897434
22,0.252629172382,0.989773662551,0.100205761317,0.324071751951,0.922064845651,0.116184936208,802.783011898,-804.951955138,0.0408229143075
23,0.252629172382,0.989773662551,0.100205761317,0.17642011336,0.963616514902,0.216615731215,802.645159834,-806.309338866,0.0406699348159
24,0.250342935528,0.989320987654,0.100205761317,0.000669987514737,0.880798413253,0.243296646197,802.822748371,-804.378330875,0.040593106145
25,0.236625514403,0.989320987654,0.100617283951,0.130333695215,0.927439027771,0.205601789445,802.795753324,-802.947199262,0.0402183901778
26,0.222908093278,0.989320987654,0.100617283951,0.191318708239,0.947424123951,0.156464160999,802.545544519,-803.242126323,0.0400198171795
27,0.222908093278,0.989320987654,0.100617283951,0.196509512185,0.886502890714,0.258455037217,802.360733432,-802.039982133,0.0399251397934
28,0.222908093278,0.989320987654,0.100617283951,0.025102982456,0.833371241105,0.104808260589,802.335651728,-819.167897492,0.0397934865205
29,0.252629172382,0.989773662551,0.100205761317,0.0528722911859,0.945781598535,0.167113452475,802.226277939,-803.58783101,0.0396523054082
30,0.24577046182,0.989773662551,0.100205761317,0.262101005554,0.938689989758,0.176345694077,802.062073127,-802.954215946,0.0403095181285
31,0.24577046182,0.989773662551,0.100205761317,0.19891017763,0.969623437927,0.230106223255,801.849789352,-807.642406039,0.0401416806354
