,thhat0,thhat1,thhat2,thp0,thp1,thp2,ob,obp,aq
0,0.30452674897119336,0.8991769547325102,0.2160493827160494,0.2,0.95,0.14,805.6045827318605,-805.076680109576,0.0
1,0.31275720164609067,0.9074074074074074,0.2160493827160494,0.2469792375698473,0.801504014480637,0.27712585602706813,804.0066346665276,-805.4215634964828,0.1457915324291165
2,0.31275720164609067,0.9074074074074074,0.2160493827160494,0.3713329415797161,0.8746215590711701,0.2707479215851082,803.7827358703498,-804.59170681503,0.08664144059754207
3,0.31275720164609067,0.9074074074074074,0.2160493827160494,0.5023035012453091,0.8647730442749826,0.17785129363364788,803.761121262829,-809.1725687726096,0.0776265014874322
4,0.2880658436213992,0.8950617283950617,0.22839506172839508,0.5214216225006312,0.8781734251952078,0.2397574458965317,804.1158709471179,-808.2123825082026,0.06177835891500994
5,0.2962962962962963,0.8991769547325102,0.22839506172839508,0.37450442887922447,0.8508404831824359,0.1428731403883584,804.0650704383063,-808.0287064472127,0.04980015980991519
6,0.2880658436213992,0.8991769547325102,0.23251028806584365,0.4570902478106701,0.8356899140271203,0.33778001851477224,804.266908882093,-807.8855888315776,0.048849377669687874
7,0.2880658436213992,0.8950617283950617,0.24074074074074076,0.3672359552157545,0.7793187633533019,0.38232855770996566,804.1768288812101,-808.4018636427865,0.04820196375263634
8,0.2880658436213992,0.8950617283950617,0.24074074074074076,0.2450745218786108,0.8711072865826288,0.29143644146416164,804.1634984433964,-804.1344433275395,0.04717281611801094
9,0.2880658436213992,0.8950617283950617,0.24074074074074076,0.18264932525932795,0.8646992948656337,0.14392766456452782,804.1088952081477,-807.0721014811826,0.04687118716030954
10,0.2880658436213992,0.8950617283950617,0.2366255144032922,0.32964313958183744,0.936259429716846,0.24995326114348754,804.0272355421794,-806.2187824353081,0.04103268015711468
11,0.2798353909465019,0.8868312757201645,0.24074074074074076,0.2581254449432451,0.893716257087577,0.1015264906756452,804.2448789144507,-807.9503280825331,0.040760956657464764
12,0.2798353909465019,0.8868312757201645,0.24485596707818932,0.11982012335780753,0.7602124642169719,0.40300823186647705,804.286618003889,-808.5997442061473,0.039888917010503656
13,0.2798353909465019,0.8868312757201645,0.24485596707818932,0.2892040263484145,0.8114492026162115,0.2945155712637403,804.3049969990132,-805.5248191607391,0.03964422960617466
14,0.2798353909465019,0.8868312757201645,0.24485596707818932,0.1718134922048804,0.8612114360496919,0.1438084654554037,804.3087363981848,-807.7062768914751,0.03973489337670947
15,0.2798353909465019,0.8868312757201645,0.24074074074074076,0.3665486451437481,0.696886288532122,0.30190468115397767,804.2742214547476,-814.4604584804265,0.03957193316627035
16,0.2798353909465019,0.8909465020576132,0.24074074074074076,0.43905493402349044,0.9452549114727328,0.22838583781072855,804.2954827507989,-807.3161565556541,0.03948928792378453
17,0.2798353909465019,0.8868312757201645,0.24074074074074076,0.11428218805599366,0.9088741824954939,0.0685638191963969,804.3687065609466,-814.8355303944404,0.03969543565317269
18,0.2798353909465019,0.8868312757201645,0.24485596707818932,0.40796339274039584,0.9835666692772094,0.10910733594897681,804.3834152545057,-809.2665823040637,0.039268075355254665
19,0.2716049382716048,0.882716049382716,0.24897119341563786,0.2505870942662161,0.9726420995281042,0.2326650294260456,804.3792013068143,-809.7830284000453,0.039177248823755374
20,0.2716049382716048,0.8703703703703702,0.25308641975308643,0.39166154974684464,0.752376913708542,0.314731028518161,804.6662608678771,-810.2647380425312,0.03875611605427275
21,0.2716049382716048,0.8744855967078188,0.24897119341563786,0.12673262436561128,0.9200743242877434,0.13104197259339612,804.6882163004553,-806.4586117736943,0.03871056183954139
22,0.26337448559670773,0.8744855967078188,0.24485596707818932,0.37896439526620174,0.9370425414801218,0.19876493603776432,804.5302114628007,-805.3376782341252,0.03867639005180027
23,0.26337448559670773,0.8744855967078188,0.24485596707818932,0.4055252713970561,0.8978361762978343,0.23720644849842043,804.5013340891035,-805.2321934376347,0.03890744286181523
24,0.26337448559670773,0.8744855967078188,0.24897119341563786,0.12096101898137637,0.8832425096219286,0.24444869599379346,804.4648839420366,-804.1055496386092,0.03890329465822133
25,0.25514403292181087,0.8744855967078188,0.24897119341563786,0.2803016430131674,0.8694743253695092,0.34498411327402345,804.2914402307308,-805.6701896655026,0.03887211851719793
26,0.25514403292181087,0.8744855967078188,0.24897119341563786,0.14700639901299356,0.7640897983674773,0.13873566072963658,804.2973322994517,-815.8830298385442,0.03861171347075687
27,0.26337448559670773,0.8786008230452674,0.24897119341563786,0.16107383316816776,0.8065438673296749,0.19265931513345058,804.382630674513,-808.4985887683024,0.038528188193153
28,0.26337448559670773,0.8786008230452674,0.24897119341563786,0.29462428362165427,0.9579439023835525,0.2145463282308843,804.3979185331024,-807.1693353106407,0.038238065133560886
29,0.26337448559670773,0.8744855967078188,0.25308641975308643,0.2320512005252413,0.8748957265093193,0.29224016526420626,804.4719635921336,-803.576229469032,0.03816204173727778
30,0.25514403292181087,0.8744855967078188,0.25308641975308643,0.31165727349095995,0.9690651495265662,0.42070356179255175,804.3934384922356,-821.3035844278558,0.038065679063717654
31,0.26337448559670773,0.8703703703703702,0.23251028806584365,0.28832024090983377,0.8217429145219245,0.3253791368825373,804.459024494061,-805.3167830763581,0.03783289965260633
32,0.26337448559670773,0.8703703703703702,0.2366255144032922,0.28793636713069204,0.8398163492161388,0.31928405049125674,804.4385180641309,-805.0322911935461,0.04080499871956956
33,0.26337448559670773,0.8703703703703702,0.2366255144032922,0.13598298207646398,0.9472776587793246,0.18688616723787133,804.4162739436149,-804.5335371810239,0.04068852717899941
34,0.25514403292181087,0.8703703703703702,0.2366255144032922,0.3272461870547686,0.7644255404312108,0.0752543994695255,804.2972295950958,-815.6934089662884,0.04057565902200545
35,0.25514403292181087,0.8703703703703702,0.2366255144032922,0.4495311342090845,0.9186413650327055,0.34777183369801606,804.3172446456397,-810.3230393784454,0.040645445927031516
36,0.25514403292181087,0.8744855967078188,0.2366255144032922,0.5279805111821527,0.8990605412604384,0.3715916922596365,804.3155128854877,-811.6691576911297,0.04043388729326182
37,0.25514403292181087,0.8703703703703702,0.24074074074074076,0.3096889103259201,0.7703744937921225,0.3187288495384646,804.3385961036204,-807.5196175014735,0.04031378672274574
38,0.25514403292181087,0.8744855967078188,0.2366255144032922,0.4134470986538339,0.8427252962170708,0.17933171748031068,804.3487329094636,-807.3341763125668,0.040135431625965584
39,0.25514403292181087,0.8744855967078188,0.2366255144032922,0.19005843377659976,0.818462166829252,0.2505148689467816,804.3649298194754,-805.2457114959494,0.04014572120041909
