,thhat0,thhat1,thhat2,thp0,thp1,thp2,ob,obp,aq
0,0.179012345679,0.837448559671,0.162777777778,0.0,0.95,0.5,807.338348549,-821.271603885,0.0
1,0.158436213992,0.845679012346,0.15462962963,0.0275582840899,0.791279463371,0.201496187716,807.062542085,-812.586943591,0.0433103962334
2,0.199588477366,0.849794238683,0.183148148148,0.0356113621793,0.910462483119,0.0588332300374,807.899565959,-819.892426318,0.0442989386606
3,0.240740740741,0.820987654321,0.26462962963,0.0257079817568,0.89583011448,0.206708090196,808.565291878,-804.73581126,0.0424576195488
4,0.220164609053,0.829218106996,0.252407407407,0.25716359329,0.868987792715,0.151807323547,808.008156551,-804.66806054,0.0471858774
5,0.228395061728,0.833333333333,0.244259259259,0.179634937571,0.856194952561,0.348580152555,807.483019953,-803.474748665,0.0494053008756
6,0.232510288066,0.833333333333,0.252407407407,0.247105080795,0.899225446822,0.378451811805,806.849787965,-806.528865027,0.0429902552731
7,0.236625514403,0.833333333333,0.260555555556,0.258942809968,0.840038500658,0.240695902459,806.499191262,-802.894714388,0.0442475056478
8,0.240740740741,0.833333333333,0.260555555556,0.355640596392,0.838420163685,0.218582641055,806.083471632,-804.516402368,0.0447000261212
9,0.248971193416,0.837448559671,0.256481481481,0.389332913139,0.754831844944,0.221906872174,805.821971646,-809.997925801,0.0376109856365
10,0.248971193416,0.837448559671,0.256481481481,0.28312142048,0.861891868121,0.355409459982,805.802724974,-804.662275226,0.0372876589876
11,0.253086419753,0.837448559671,0.260555555556,0.416058272318,0.657133031779,0.215550269381,805.610647977,-819.775342431,0.0371120792151
12,0.253086419753,0.837448559671,0.260555555556,0.189940242862,0.781989257804,0.217203161525,805.622785638,-807.356565974,0.0370277541597
13,0.253086419753,0.837448559671,0.260555555556,0.347507725671,0.796260778385,0.164752434558,805.65120161,-808.026153372,0.0369808286836
14,0.253086419753,0.837448559671,0.260555555556,0.273039833599,0.842336581604,0.291587705696,805.646538217,-802.709075953,0.0368883393573
15,0.257201646091,0.837448559671,0.260555555556,0.151611554192,0.906518076397,0.421946354016,805.432410749,-809.661065635,0.0367908439215
16,0.253086419753,0.837448559671,0.26462962963,0.302050628956,0.938863289876,0.465519273566,805.3585757,-817.581133093,0.0367414950192
17,0.248971193416,0.833333333333,0.260555555556,0.390708695356,0.74745744785,0.460133164531,805.495594008,-810.908755199,0.0367799246039
18,0.248971193416,0.833333333333,0.260555555556,0.350362746693,0.756690222815,0.294835528591,805.492401527,-807.855902627,0.0366432860681
19,0.248971193416,0.833333333333,0.260555555556,0.322706621943,0.847600366786,0.517992368428,805.465995189,-811.513170501,0.0366082844868
20,0.248971193416,0.833333333333,0.260555555556,0.29306208101,0.679550729544,0.354592134919,805.47686449,-813.223656091,0.0365649793956
21,0.248971193416,0.833333333333,0.260555555556,0.314980798709,0.68947725964,0.34571427142,805.495264596,-812.156243032,0.036524760938
22,0.248971193416,0.833333333333,0.260555555556,0.222840290765,0.700581197016,0.175880733224,805.49520257,-815.592394509,0.0364843325428
23,0.253086419753,0.837448559671,0.260555555556,0.0481597121097,0.924174054548,0.296758408273,805.583043524,-805.388414251,0.0364698684082
24,0.240740740741,0.841563786008,0.272777777778,0.115191747853,0.914643201129,0.388237701898,805.284240486,-808.742924432,0.0364938564347
25,0.240740740741,0.841563786008,0.272777777778,0.312840199785,0.839633762938,0.183134442836,805.224270622,-804.648931486,0.0371052533248
26,0.244855967078,0.845679012346,0.268703703704,0.233072565604,0.980471025477,0.191018611397,805.142754133,-807.805811343,0.0371048341116
27,0.244855967078,0.845679012346,0.268703703704,0.245781664365,0.925130746605,0.283143457704,805.095368741,-805.086139675,0.0370526523481
28,0.248971193416,0.849794238683,0.26462962963,0.204167588255,0.928352504812,0.294626680829,805.011908558,-805.003800341,0.0371416463103
29,0.248971193416,0.849794238683,0.26462962963,0.0574618993478,0.915853761834,0.268789522622,804.922675565,-803.528266374,0.0371265632159
30,0.236625514403,0.853909465021,0.260555555556,0.377239573228,0.787298159355,0.40765868745,804.798073437,-807.526418846,0.0371678305297
31,0.240740740741,0.853909465021,0.26462962963,0.209367689688,0.931017071666,0.466379236122,804.772195738,-816.040612339,0.0376361814504
32,0.236625514403,0.849794238683,0.260555555556,0.350080608787,0.880778556088,0.215487701898,804.84088539,-803.12086551,0.0375196989859
33,0.244855967078,0.853909465021,0.256481481481,0.127190334539,0.93058321774,0.321358856156,804.724888016,-806.68324127,0.0373641935782
34,0.240740740741,0.853909465021,0.256481481481,0.198827108024,0.852257162964,0.15579439372,804.678890124,-805.76485973,0.0372641252627
35,0.240740740741,0.853909465021,0.256481481481,0.27542334815,0.969252794274,0.301944160035,804.678171181,-811.595770957,0.0373918410409
