,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,-1.07476204109,-9.08426865395,-6.09385256527,-10.2206826077,-15.2135726825,-6.08130862775,-10.4014429887,-4.21973471784,-16.7164370491,-16.7880361542,-9.63436267276,-14.9845028443,-10.3917506511,-11.6369714533,-29.259966192,-8.88691528429,-23.2848703977,-9.81741221001,-3.47470432833,-14.216842802,-1.60102305702,-15.0665590191,-5.08135632499,-10.9993612862,-5.74354518879,-18.3028858773,-0.105255012036,-6.29261491026,-18.7796281718,-14.7593559796
1,-4.39637775278,-14.3434963958,-8.22363335049,-6.75648051555,-15.8166287524,-7.59670914432,-10.4200998033,-7.00731751596,-11.5516512275,-17.9891316218,-11.733368304,-13.6945216164,-8.59243789624,-9.65056748436,-21.4333816748,-8.79624962311,-11.4317470675,-8.34501660944,-5.27683059892,-9.67878479997,-2.75188140393,-11.635024907,-8.06642846366,-8.47628006252,-9.2951464617,-16.387498889,-0.802906808858,-3.64743290671,-18.686533211,-16.6527606102
2,-3.32227362447,-10.8923667551,-6.17508497336,-9.72468892451,-8.94023309472,-6.20669792081,-9.06123221685,-4.00958603047,-10.7859825531,-16.516280576,-8.14444895504,-12.0303704715,-7.33668322363,-7.73130309277,-14.4958647023,-9.84688044282,-6.322596306,-8.04167985146,-5.83791816404,-7.74110411038,-3.38276532936,-10.3623319216,-6.05874963905,-9.29102814026,-5.12807482039,-18.226790939,-0.492898136616,-2.59207838756,-18.809189689,-14.6570608289
3,-5.3467333472,-8.30954495047,-5.63404179168,-9.90134597273,-12.5930258945,-9.66310150084,-7.75089519555,-2.62996491211,-10.165222466,-17.4581199085,-10.6406240526,-12.2576987633,-7.5151649245,-11.3334131138,-14.0770790731,-12.9335863849,-5.92224437018,-8.02393900846,-3.8244597937,-7.53108768454,-2.01069733858,-10.2471045634,-4.87491659117,-9.85577224279,-5.6004406771,-23.9136306494,-1.7289336276,-5.27914343376,-19.1057728895,-16.3898104497
4,-9.39542903692,-10.874668668,-7.36016602583,-7.58096267062,-11.4121963257,-7.09155729912,-7.71367595952,-5.51921130566,-9.78381606334,-17.4896478863,-9.10550808337,-12.1524391147,-8.31449344199,-12.0850952197,-11.2612818385,-13.8957414453,-12.567120135,-7.63518370271,-2.20320723983,-7.73928713142,-2.39260731613,-12.7889972071,-6.4907531038,-8.78866114599,-4.44875637055,-18.3966587277,-3.65897800995,-7.49885649333,-18.1943887682,-13.8280884877
5,-5.53614958325,-8.70207642832,-6.65307650246,-7.02293780082,-8.48302640966,-8.50541088269,-6.70618511066,-3.56299326575,-9.98315739916,-18.4202008581,-10.669710493,-12.4104531497,-10.4360088403,-10.3989218832,-18.8096633295,-10.5173171297,-8.03941539683,-7.66395377583,-4.10889157727,-5.71183446587,-2.91969454246,-13.2824877963,-9.33351612379,-8.91996058419,-5.71065279697,-18.7013880238,-2.69956851847,-5.92706101482,-18.3961980558,-12.2561728159
6,-3.5834073581,-5.71435261028,-5.15147611812,-6.65284424054,-14.5299597331,-9.86190601882,-5.94091672206,-6.48827211592,-6.31271934386,-18.17424907,-9.17350273664,-11.3573795302,-7.61659534882,-8.45841155926,-14.5758140827,-7.66709399147,-8.17732462428,-8.61554490213,-3.27208117895,-5.19694986597,-3.09475283968,-9.95048457535,-7.82760561654,-7.49948261886,-5.0188442372,-22.4700458827,-3.70775457998,-5.17638719691,-18.3028691585,-11.7446444097
7,-6.58635925409,-16.7301963668,-4.94368220775,-6.65211543127,-9.16496490787,-10.2728685481,-6.60622123233,-4.93633156905,-10.8275519678,-16.4280170251,-11.5374819357,-11.63377363,-13.3126925002,-10.0516878061,-16.1541133631,-11.3778475671,-8.59917134173,-11.5862991326,-2.72801781433,-6.69240289226,-4.30216583219,-12.8345005449,-9.99301890662,-9.86373903796,-7.62415580181,-17.8315761656,-5.32395535111,-8.44678672434,-17.7485489684,-9.76226140511
8,-6.2202481569,-19.8472370684,-7.56462212145,-5.6198795146,-6.87809326452,-6.77248279162,-5.84679190312,-3.4762556296,-10.8509702763,-16.2550028567,-10.7153037257,-11.0782084274,-8.69639072295,-8.09481096336,-12.383775208,-9.45315896496,-9.42566279287,-11.5712751442,-7.81481778639,-5.33596328087,-6.32123194014,-12.7733661266,-10.3096103095,-12.3549036781,-6.02703634129,-25.5130896918,-3.42075337014,-7.1139901574,-18.1062767335,-8.42052492279
9,-6.39592762871,-10.2854328693,-7.54768390433,-7.89275290515,-5.59760784056,-6.25151505902,-8.25353850992,-4.25110558885,-7.5515180581,-16.1800378378,-8.3664392765,-10.4259976565,-7.98979030982,-10.2880565936,-10.4573932288,-8.49877032882,-7.57407952537,-9.00366714353,-9.55444473571,-4.66455795984,-4.84093353172,-10.4660561228,-9.89821228156,-10.9493280723,-4.72002693773,-21.3015948573,-5.67770926266,-9.84956659351,-18.3132814989,-10.0463573446
10,-9.27345372886,-19.9417762434,-11.0851017907,-6.00052665507,-7.36573807278,-8.75117525548,-9.05274326488,-6.18997535758,-7.59793814265,-18.6298103021,-13.1876834088,-10.243180079,-13.3976042538,-14.3122145965,-10.4801730594,-18.2180828669,-4.2514584238,-9.72392764386,-10.6854383115,-8.7672571561,-5.18692405235,-30.0259707306,-10.0800139473,-10.3864300834,-7.84179427048,-18.2958270012,-5.13360435626,-10.4451156169,-20.1069644237,-8.34233731394
11,-7.01851400504,-17.9856864524,-7.68996929229,-11.3317239556,-12.2720788709,-8.68243785527,-8.60724021781,-4.18242372039,-5.53466153571,-18.2859753397,-13.5082303141,-10.232850699,-8.73976594746,-12.5319946142,-9.80147985353,-12.7258401041,-3.98286254736,-10.0183633212,-7.78504842374,-9.14145764885,-4.467950602,-15.8637641363,-9.00229922356,-10.1733981551,-7.00337166526,-16.0210238512,-3.64665496953,-6.63563428642,-18.1017798573,-7.99965301163
12,-8.74640898854,-13.9380201115,-7.42797291734,-8.44203098794,-8.63826932704,-11.0802066525,-10.0643665457,-11.1925270877,-8.286784152,-16.6461101242,-13.5824232426,-11.4951666314,-12.966868357,-17.5928065537,-20.5451337909,-19.0766357489,-9.79763312082,-8.21379289212,-5.86134474127,-10.510083457,-5.39851665423,-12.0463933317,-10.655896346,-14.7718914492,-10.6605416404,-18.42372806,-9.57554123712,-8.72080880774,-18.9814358198,-9.74141919649
13,-7.16881158709,-11.3845465011,-7.54693125422,-11.772383226,-9.38165197175,-7.30486196338,-9.80586921447,-6.98422333713,-6.37759154774,-17.3663528735,-9.00791371014,-11.8251576598,-7.65718789602,-16.5451550351,-19.4549003698,-14.2163449632,-5.59198725314,-9.14810928834,-3.43499489066,-9.34569703018,-3.45029880402,-12.4404470963,-8.91941457018,-10.9288423193,-8.23196340919,-17.3019624495,-13.5798438329,-5.97077076813,-18.6978012124,-10.6169013455
