,0,1,2
0,2.21765453648,1.29427263767,1.34606430919
1,3.05129795981,1.40679475087,1.95081144745
2,2.56585264243,2.06263336009,2.29882739845
3,1.97392352801,1.70602745053,1.69469068297
4,1.53255006731,1.48155767331,1.20123413674
5,2.39659191625,2.09248244679,3.65261458938
6,2.21122346224,1.94685835424,3.32032826922
7,2.14177135112,2.06501886331,3.51113226264
8,1.98485093712,1.94082306568,3.09341687366
9,1.78826926263,1.80270029239,2.61855858465
10,1.76429013844,1.58882013415,3.02149701855
11,1.97762050226,1.35174151165,2.5450524736
12,2.12584112276,1.90053959931,2.98108011623
13,2.22712320642,2.30779536104,2.48422843272
14,2.10203124951,2.18027144658,1.82240859132
15,2.0376914035,2.04619092882,1.22836484865
16,1.80798991157,2.11161925031,0.426953359237
17,1.51992548956,1.82037801726,0.686535994906
18,2.20425244119,2.21475726024,2.66676038679
19,1.97012877483,2.03610063862,2.15634878952
20,2.03980126355,1.86312666958,2.14836446327
21,2.203206984,1.89143578808,1.80160167606
22,2.61746061504,2.33778556322,2.8242373306
23,2.38359820214,2.13122005434,2.10376537532
24,2.18304457754,1.74793057101,1.23567068573
25,2.10908665148,1.58870818381,1.16025659555
26,2.02117466674,1.65548163499,1.12725652047
27,1.73020683464,1.43332274544,0.785711466874
28,1.532122132,1.08203524589,0.646233330333
29,1.42554894165,1.27197238712,0.593696929351
30,1.27000784956,1.10152330965,1.73579755301
31,1.35853514809,1.17955833891,1.2482217283
32,1.09541965833,0.929100955428,0.384107165783
33,1.38874430105,0.893256658982,0.871342580989
34,1.25476574041,0.868890411498,0.980264648073
35,0.903889644045,0.645754159715,1.27069768861
36,0.57838831648,0.367333370058,1.00082829189
37,1.27868919248,0.460296340432,1.83284352901
38,1.95239503261,1.02262236384,2.5698484162
39,2.05694848888,1.44504983418,2.72251459782
40,2.30215572509,1.52337808485,2.69868856702
41,2.02710341724,1.35265753806,2.27411170967
42,1.69766920985,1.11982473911,1.42129742651
43,1.25756042309,0.850630860047,0.732572242879
44,1.1987836276,0.536961518628,1.59629635097
45,1.18459855973,0.722362737541,2.18824863092
46,1.15937544255,0.580616784032,2.36843022286
47,1.60687293566,1.4256465291,3.25739967484
48,1.54865875426,1.53379126574,3.23262174958
49,1.37895040805,1.69624063806,3.03247109754
50,0.999776166302,1.53243509303,2.51943473301
51,1.80143337201,1.78896588935,2.18329190917
52,1.95043925725,2.57499809974,3.39634324887
53,1.92343595021,2.60255850486,3.15738527996
54,1.72672897096,2.40264130666,2.30121433909
55,2.09981014604,2.29897571511,3.77812045506
56,2.40894836703,2.42661982107,3.72708088249
57,2.38407971085,2.23599058124,3.01644537255
58,2.4187908784,1.95869278779,3.59627785268
59,2.30432072512,2.29763352615,3.20200916396
60,1.96369389266,2.04072949019,2.35508917959
61,2.34215851437,2.55394636184,3.92735031917
62,2.23986816068,2.42120530662,3.70350159958
63,2.9025209232,2.9400587465,5.02372628837
64,2.90189820772,2.86474121672,5.00283641959
65,3.08724519919,2.71639810504,4.345266555
66,2.99978196285,2.49563789405,3.73410469829
67,2.79353102127,2.47080308926,2.22271938015
68,2.62106623197,2.24988105939,2.21395876648
69,2.35918075427,2.14704968737,2.37574919572
70,2.25807321832,1.8530357672,1.59314516437
71,1.93082708736,2.03120939059,1.14825838986
72,1.58640392672,1.81638618894,2.57493248847
73,2.07452852591,1.58920053225,3.10866528117
74,3.22174660932,1.95236434233,4.0314359031
75,3.55413642241,2.36170040743,4.00322397407
76,3.71893477395,2.51578903184,4.59786461435
77,3.52045565867,2.27891388805,4.00135810442
78,3.37138932136,1.98712716275,3.32834092572
79,3.25628168498,1.79133397664,2.41805539884
80,2.87304275301,2.00378507109,2.90491012297
81,2.73503858491,1.89319224356,2.84200193129
82,2.71477560058,1.73273500806,1.81436405148
83,2.70597415073,1.76863857152,3.02156909863
84,2.73094532188,1.74248675354,2.2840901177
85,2.45264273087,1.57416397657,2.61835602213
86,2.2848720679,1.33820101293,2.47075773212
87,2.16258738301,1.09523731646,3.09607403899
88,2.06660190964,1.06850780211,3.64856469493
89,3.036017635,2.70347648515,3.63834297675
90,2.89202968504,2.15213918399,2.74936806442
91,2.78767556642,2.01351106199,2.82174478143
92,3.06888997022,2.48515223772,2.94366950067
93,2.94755898609,2.25648053477,3.45131701547
94,2.93054851297,2.21849060651,3.35017808908
95,2.90273025955,2.01660808971,2.5920118936
96,2.81054649068,2.00432205719,3.86237982291
97,3.02110167446,2.27220143798,4.57961624259
98,2.6671569759,2.06791225691,3.98536515391
99,2.75247598116,2.86376793963,4.23077218328
100,2.64733496143,2.77894924035,4.06332533207
101,2.87261569398,2.6920930177,3.77746469723
102,2.66731080914,2.40366384945,3.37791244871
103,2.72244313266,2.13439474035,3.46571545696
104,2.63476515519,2.05564615297,4.8169147011
105,2.58964793972,2.10836270481,4.0273018653
106,2.42785149089,1.95202305307,3.76820882414
107,2.21000014816,1.80434883793,2.80102117368
108,2.48653637931,1.69117830473,1.96256528019
109,2.6012336193,2.54475310128,3.33438367754
110,2.46742747297,2.19320162149,2.84243962648
111,2.5805549604,2.25281557626,3.9523724409
112,2.40311697578,1.90548885604,3.74191700923
113,2.79878717972,2.80253194097,4.26189069708
114,3.01044425166,3.30035115925,4.35869327743
115,3.23736168792,3.10010217351,3.96404052802
116,3.26607363214,3.00985904974,4.38401058759
117,3.02066917782,2.7233322125,3.782485908
118,2.96750421988,2.46368861054,3.45833471202
119,3.08726058933,2.80960394326,3.65378858062
120,2.77872311819,2.50763210847,2.68308080218
121,2.52087505477,2.45783979162,2.047654549
122,2.79103110938,2.56076231824,2.99256148767
123,2.70090533623,2.45625140921,3.33191221385
124,2.59245831863,2.21725455617,2.9719747028
125,2.50048709507,1.94929794772,2.05051753404
126,2.7999267753,2.40245142466,2.95068784623
127,2.57453335921,2.22866653408,2.68101543131
128,2.26811686309,2.03251375685,2.26096979668
129,2.36686452652,1.81918031193,2.62246630556
130,2.55352715679,2.02615645899,3.11777882811
131,2.52812214531,2.00925108315,2.96870716352
132,2.04648936238,1.87749529582,2.71389991798
133,1.83463291466,1.7563772263,2.18036994271
134,1.59558027669,1.53988605185,1.46185814064
135,1.68789817378,1.62717996535,2.64220753169
136,1.82091821435,1.39202892759,2.94332109147
137,1.75479437474,1.35158463985,3.08514113779
138,1.75229007623,1.12571046197,2.20822263508
