,th0,th1,th2,th3,thp0,thp1,thp2,thp3,ng0,ng1,ng2,ng3,acceptProb,loglikelihood,acceptflag
0,0.27777778,0.91975309,0.27222222,1.45061728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-442.40837965591686,1.0
1,0.2812759236150836,0.9090010066325448,0.19345180483866842,1.4844031971837048,0.2812759236150836,0.9090010066325448,0.19345180483866842,1.4844031971837048,0.0,0.0,0.0,0.0,1.6061679742755788,-441.42856405280577,1.0
2,0.2812759236150836,0.9090010066325448,0.19345180483866842,1.4844031971837048,0.3655570162733067,0.967093114412296,0.12676115252941234,1.5527932958713595,0.0,0.0,0.0,0.0,0.20526290568637687,-441.42856405280577,0.0
3,0.2812759236150836,0.9090010066325448,0.19345180483866842,1.4844031971837048,0.31129830874091485,0.8810681940108349,0.2832211910815246,1.5078446557675282,0.0,0.0,0.0,0.0,0.8192134357567269,-441.42856405280577,0.0
4,0.2989367199097731,0.9335996569525367,0.19907344389642576,1.4728653317811975,0.2989367199097731,0.9335996569525367,0.19907344389642576,1.4728653317811975,0.0,0.0,0.0,0.0,1.9791325801018025,-440.508931287428,1.0
5,0.2989367199097731,0.9335996569525367,0.19907344389642576,1.4728653317811975,0.3590897311067054,0.9719814777664648,0.2952909820654376,1.514461844763643,0.0,0.0,0.0,0.0,0.014376224676877505,-440.508931287428,0.0
6,0.2989367199097731,0.9335996569525367,0.19907344389642576,1.4728653317811975,0.3248148097776698,0.8892612744090589,0.18323615940923485,1.5209160967872424,0.0,0.0,0.0,0.0,0.20151154201204421,-440.508931287428,0.0
7,0.2989367199097731,0.9335996569525367,0.19907344389642576,1.4728653317811975,0.3435785798558675,0.8400450225171445,0.19116958657998373,1.4740888206327607,0.0,0.0,0.0,0.0,0.023135287677053442,-440.508931287428,0.0
8,0.2989367199097731,0.9335996569525367,0.19907344389642576,1.4728653317811975,0.36977253433511303,0.8460838273991901,0.23939346112105728,1.374196571977996,0.0,0.0,0.0,0.0,0.04216454658572094,-440.508931287428,0.0
9,0.2989367199097731,0.9335996569525367,0.19907344389642576,1.4728653317811975,0.38717433185053174,0.8991683221369219,0.21531943919673743,1.53933122211648,0.0,0.0,0.0,0.0,0.04784489304944443,-440.508931287428,0.0
10,0.2648134550378709,0.9483754093981558,0.16209796145077865,1.5938046788980087,0.2648134550378709,0.9483754093981558,0.16209796145077865,1.5938046788980087,0.0,0.0,0.0,0.0,0.6648872047324891,-439.8365031798785,1.0
11,0.2648134550378709,0.9483754093981558,0.16209796145077865,1.5938046788980087,0.26474209087831635,0.9445333428727724,0.09546920984179659,1.5445337347525365,0.0,0.0,0.0,0.0,0.04718198000025953,-439.8365031798785,0.0
12,0.24021156532299612,0.9388644450570975,0.19339870025345077,1.5715868576234366,0.24021156532299612,0.9388644450570975,0.19339870025345077,1.5715868576234366,0.0,0.0,0.0,0.0,1.6260516351435432,-440.02785782714955,1.0
13,0.16670656911203355,0.9295601052913266,0.320946296691275,1.5466594691414186,0.16670656911203355,0.9295601052913266,0.320946296691275,1.5466594691414186,0.0,0.0,0.0,0.0,0.17864162834018504,-442.9434388781064,1.0
14,0.16670656911203355,0.9295601052913266,0.320946296691275,1.5466594691414186,0.15806846939368713,1.0002789548520585,0.3266016658242756,1.5204073172993153,0.0,0.0,0.0,0.0,0.0,-442.9434388781064,0.0
15,0.16670656911203355,0.9295601052913266,0.320946296691275,1.5466594691414186,0.17559098374835416,0.838717580766523,0.27481343993815543,1.4853534654823206,0.0,0.0,0.0,0.0,0.4107662798180212,-442.9434388781064,0.0
16,0.16670656911203355,0.9295601052913266,0.320946296691275,1.5466594691414186,0.20251518159835952,0.8687153455133945,0.2338972630826466,1.6068335251767447,0.0,0.0,0.0,0.0,0.09954366594831983,-442.9434388781064,0.0
17,0.1512351256375752,0.9229514705983545,0.2832461371489069,1.6027788208264817,0.1512351256375752,0.9229514705983545,0.2832461371489069,1.6027788208264817,0.0,0.0,0.0,0.0,3.299729181258878,-441.3082219811037,1.0
18,0.1512351256375752,0.9229514705983545,0.2832461371489069,1.6027788208264817,0.14829603581819975,0.9888667276306825,0.39709094434844516,1.620883093033839,0.0,0.0,0.0,0.0,1.3373928596778548e-05,-441.3082219811037,0.0
19,0.1512351256375752,0.9229514705983545,0.2832461371489069,1.6027788208264817,0.1947129014101565,1.023161508761281,0.2301035210045911,1.5606150227417481,0.0,0.0,0.0,0.0,0.0,-441.3082219811037,0.0
20,0.1512351256375752,0.9229514705983545,0.2832461371489069,1.6027788208264817,0.14657972777923284,1.0157695389974764,0.281588037372144,1.5223553919614519,0.0,0.0,0.0,0.0,0.0,-441.3082219811037,0.0
21,0.09959936672970074,0.906635090521432,0.33467016449493336,1.5777193902134652,0.09959936672970074,0.906635090521432,0.33467016449493336,1.5777193902134652,0.0,0.0,0.0,0.0,0.5223279734802908,-442.5886877411534,1.0
22,0.09959936672970074,0.906635090521432,0.33467016449493336,1.5777193902134652,0.011661459970901927,0.950857970855465,0.288627901155249,1.6378263855299064,0.0,0.0,0.0,0.0,0.19529653287388019,-442.5886877411534,0.0
23,0.13663602655517032,0.8396569687275511,0.26582790668547107,1.582755059163022,0.13663602655517032,0.8396569687275511,0.26582790668547107,1.582755059163022,0.0,0.0,0.0,0.0,0.028492383786107557,-445.0503020167175,1.0
24,0.13663602655517032,0.8396569687275511,0.26582790668547107,1.582755059163022,0.16503477472953693,0.7742359457146406,0.320555424602295,1.5687585577880834,0.0,0.0,0.0,0.0,0.10853611169922428,-445.0503020167175,0.0
25,0.13663602655517032,0.8396569687275511,0.26582790668547107,1.582755059163022,0.19818481157980877,0.9679689796631123,0.19014567769757226,1.3908923594800575,0.0,0.0,0.0,0.0,2.583332028264897e-27,-445.0503020167175,0.0
26,0.13663602655517032,0.8396569687275511,0.26582790668547107,1.582755059163022,0.319419798405246,1.076820894171329,0.223440856877376,1.489770681355876,0.0,0.0,0.0,0.0,0.0,-445.0503020167175,0.0
27,0.13663602655517032,0.8396569687275511,0.26582790668547107,1.582755059163022,0.15375359905565034,0.9003287971339328,0.20482110287258476,1.543128479414681,0.0,0.0,0.0,0.0,0.31815460651396005,-445.0503020167175,0.0
