,0,1,2,3
0,0.166666666667,0.944444444444,0.248333333333,1.68888888889
1,0.286008230453,0.915637860082,0.227962962963,1.46502057613
2,0.220164609053,0.91975308642,0.268703703704,1.46502057613
3,0.203703703704,0.932098765432,0.26462962963,1.46502057613
4,0.302469135802,0.907407407407,0.248333333333,1.42222222222
5,0.335390946502,0.915637860082,0.276851851852,1.60987654321
6,0.335390946502,0.91975308642,0.268703703704,1.59012345679
7,0.335390946502,0.923868312757,0.268703703704,1.62633744856
8,0.265432098765,0.932098765432,0.227962962963,1.61975308642
9,0.335390946502,0.927983539095,0.227962962963,1.61316872428
