,0
0,0.0
1,0.0850814821922
2,0.172350716366
3,0.251377011791
4,0.332802498065
5,0.336877701992
6,0.330007606182
7,0.317320518257
8,0.323661680587
9,0.235503453212
10,0.139383543155
11,0.172244472419
12,0.2446889228
13,0.263568267973
14,0.254156367178
15,0.307782150254
16,0.342328676703
17,0.380079932004
18,0.401026440616
19,0.414625631369
20,0.403423437033
21,0.342900114092
22,0.359065474154
23,0.450011209503
24,0.411206071642
25,0.455322047824
26,0.559244713131
27,0.628429612471
28,0.754756852409
29,0.748293970679
30,0.754179000816
31,0.695758817945
32,0.753048097082
33,0.743955103749
34,0.799192012059
35,0.852635245789
36,0.873873693788
37,0.83434178544
38,0.743993060775
39,0.634724018166
40,0.589375432532
41,0.569502295373
42,0.542475695695
43,0.488466501231
44,0.418120075868
45,0.369674493592
46,0.305454350698
47,0.289541753134
48,0.254145550244
49,0.260225926349
50,0.265519961768
51,0.16355942993
52,0.170997878392
53,0.177113623718
54,0.124129168304
55,0.0389839453323
56,-0.0626135636004
57,-0.143759943343
58,-0.201507437724
59,-0.17478284626
60,-0.180579132903
61,-0.236900672174
62,-0.173085264496
63,-0.190310344
64,-0.20825750814
65,-0.204226136087
66,-0.16475700439
67,-0.164740719416
68,-0.160695021758
69,-0.150812979795
70,-0.203959075351
71,-0.222904800718
72,-0.292499085537
73,-0.323914624925
74,-0.394728337017
75,-0.411359445824
76,-0.414400619228
77,-0.470914080129
78,-0.540122330941
79,-0.488425758441
80,-0.434516551671
81,-0.5193151145
82,-0.60744446004
83,-0.615018534727
84,-0.5760606736
85,-0.557961323778
86,-0.604553998896
87,-0.528633757147
88,-0.475340563583
89,-0.407370658284
90,-0.381449008744
91,-0.335593460813
92,-0.336711962276
93,-0.352712869429
94,-0.421921388241
95,-0.319332149
96,-0.310596008433
97,-0.255247132911
98,-0.246532392093
99,-0.223178319664
100,-0.183716750481
101,-0.192174403072
102,-0.11582924839
103,-0.0921108578727
104,-0.115842894509
105,-0.0802529139282
106,-0.0100136589993
107,0.0659818692795
108,0.152608939847
109,0.221752437958
110,0.281519106367
111,0.253325624206
112,0.260610989957
113,0.284882049271
114,0.277553723572
115,0.160908804903
116,0.163337273245
117,0.119806575704
118,0.102073533752
119,0.086948068837
120,0.0414127492765
121,0.0173473834427
122,-0.0361129840623
123,-0.112676238035
124,-0.151491793952
125,-0.0649307731419
126,-0.0867989143618
127,-0.0312690221161
128,0.0424889481124
129,0.135334257439
130,0.104144274294
131,0.177437294076
132,0.245462052898
133,0.200878330711
134,0.214936757575
135,0.242708783814
136,0.201008094936
137,0.219997365223
138,0.261531513569
139,0.257238521547
140,0.304853948312
141,0.26838248449
142,0.235920526425
143,0.250943194072
144,0.282062059857
145,0.315179844927
146,0.347345873944
147,0.401806408318
148,0.495651727616
149,0.567550532799
150,0.593148910691
151,0.623895376489
152,0.558203898566
153,0.480139590815
154,0.461236787747
155,0.429473332923
156,0.452933854104
157,0.42553171284
158,0.405865765967
159,0.34654590076
160,0.313440998833
161,0.232190033642
162,0.281276877984
163,0.345013577826
164,0.416789917354
165,0.517217845312
166,0.568203256809
167,0.643470015065
168,0.694736195565
169,0.66949029059
170,0.679410839375
171,0.688438159192
172,0.565090870042
173,0.451938176634
174,0.47011949261
175,0.478806000967
176,0.512555946429
177,0.573098435928
178,0.62880261503
179,0.664752536619
180,0.620933272467
181,0.647203280632
182,0.597696802636
183,0.646580980411
184,0.690594794379
185,0.878884752433
186,0.929485314645
187,0.982808924988
188,0.889650205437
189,0.818780434021
190,0.690295030864
191,0.631150451924
192,0.630540555557
193,0.642202577457
194,0.628621970977
195,0.659019499044
196,0.707559643367
197,0.756240374858
198,0.785872808116
199,0.796267588438
200,0.760653601219
201,0.744033064129
202,0.670759939971
203,0.649408226051
204,0.647064323466
205,0.695106914204
206,0.699728794229
207,0.716629049112
208,0.788802592601
209,0.761835568408
210,0.84902285738
211,0.900281700048
212,0.969805461869
213,1.02090894403
214,1.04477567089
215,1.10482703819
216,1.10539286565
217,1.11588181887
218,1.1059684308
219,1.10011144011
220,1.03595757017
221,0.953533775487
222,0.920754316493
223,0.944913903852
224,0.952551165956
225,1.00831467943
226,1.07664977002
227,1.09062538953
228,1.01897876262
229,1.01308179751
230,0.990396306574
231,1.00939888097
232,1.03751583312
233,1.11932647104
234,1.16908656676
235,1.1119962514
236,1.10599037994
237,1.14253736559
238,1.18863349648
239,1.12884177167
240,1.05064047781
241,1.03930274083
242,0.898771452135
243,0.820575698391
244,0.760678526884
245,0.731614850026
246,0.774003782707
247,0.782876271045
248,0.846211436787
249,0.836070655322
250,0.789677964976
251,0.722660542178
252,0.802976419345
253,0.786718261424
254,0.773431978053
255,0.816418895172
256,0.854581900835
257,0.859241685855
258,0.764417734903
259,0.753242610979
260,0.707067736266
261,0.695593135447
262,0.733861555786
263,0.738663254061
264,0.73269567306
265,0.670031331432
266,0.641762204122
267,0.590330944214
268,0.57586180694
269,0.606696128389
270,0.623459205993
271,0.585190067702
272,0.600816493686
273,0.541439437202
274,0.490386623305
275,0.472839999416
276,0.473661751397
277,0.499214865237
278,0.487184177374
279,0.439814979745
280,0.437499564516
281,0.360042443435
282,0.325442413521
283,0.378236281215
284,0.367484027475
285,0.366573165882
286,0.402721693202
287,0.387733012554
288,0.371932758546
289,0.372239451665
290,0.32783388872
291,0.358740587867
292,0.429824299448
293,0.401002844291
294,0.309862575586
295,0.306271147137
296,0.330821745155
297,0.375458784209
298,0.461381522865
299,0.594241207349
300,0.597990812131
301,0.5156288164
302,0.505227892658
303,0.507548660013
304,0.468579615319
305,0.498804683969
306,0.458615242088
307,0.469971362898
308,0.487248349817
309,0.52904335987
310,0.540907117118
311,0.444322095855
312,0.488360936188
313,0.598809232969
314,0.666960988389
315,0.671265247865
316,0.685218828247
317,0.715473530149
318,0.735701981149
319,0.726134973097
320,0.678627522858
321,0.74968684827
322,0.724303593851
323,0.663658349234
324,0.600378619809
325,0.551983396861
326,0.559937519024
327,0.586951197677
328,0.57816631748
329,0.69741846055
330,0.830820503223
331,0.942747453623
332,0.992069143061
333,0.974495171331
334,0.962883176734
335,1.01148798817
336,1.0091836626
337,0.9662769339
338,0.926131212908
339,0.874067850793
340,0.807987903424
341,0.762449770888
342,0.695550392711
343,0.702682419038
344,0.74603932065
345,0.746205945519
346,0.762459458955
347,0.731976329977
348,0.631628625168
349,0.555175252152
350,0.5916451394
351,0.487788896387
352,0.318710435587
353,0.273202107942
354,0.248284360441
355,0.238995824671
356,0.211875263777
357,0.236351751785
358,0.300192237338
359,0.289806604718
360,0.259068798645
361,0.258290407286
362,0.314947874838
363,0.309844321447
364,0.423560959716
365,0.47966422437
366,0.531518775544
367,0.505673882238
368,0.565830367134
369,0.5243410314
370,0.538440662056
371,0.622349983878
372,0.523703308647
373,0.517754779373
374,0.529621938128
375,0.537385776996
376,0.494677732704
377,0.442140255785
378,0.379104238006
379,0.262562115733
380,0.232435113378
381,0.220202914923
382,0.172036073036
383,0.174603303641
384,0.181573919344
385,0.269083572073
386,0.32471346102
387,0.351056810208
388,0.358510743524
389,0.349071288147
390,0.28482237419
391,0.268469092474
392,0.16191306687
393,0.12916683095
394,0.0586636815326
395,0.103448540111
396,0.105274237547
397,0.156363976722
398,0.155967568244
